speciesId,species_legacy_id,species_lsid,family,genus,species,subspecies,author,year,parentheses,distribution,validSpeciesId,taxonStatus
6625,1,urn:lsid:nmbe.ch:spidersp:000896,Actinopodidae,Actinopus,caraiba,,Simon,1889,1,Venezuela,,VALID
6626,2,urn:lsid:nmbe.ch:spidersp:000898,Actinopodidae,Actinopus,crassipes,,Keyserling,1891,1,"Brazil, Paraguay, Argentina",,VALID
6627,3,urn:lsid:nmbe.ch:spidersp:000899,Actinopodidae,Actinopus,cucutaensis,,Mello-Leitão,1941,0,"Colombia, Venezuela, Brazil",,VALID
6628,4,urn:lsid:nmbe.ch:spidersp:000900,Actinopodidae,Actinopus,dubiomaculatus,,Mello-Leitão,1923,0,Brazil,,VALID
6629,5,urn:lsid:nmbe.ch:spidersp:000901,Actinopodidae,Actinopus,echinus,,Mello-Leitão,1949,0,Brazil,,VALID
6630,6,urn:lsid:nmbe.ch:spidersp:000902,Actinopodidae,Actinopus,fractus,,Mello-Leitão,1920,0,Brazil,,VALID
6631,7,urn:lsid:nmbe.ch:spidersp:000903,Actinopodidae,Actinopus,harti,,Pocock,1895,0,Trinidad,,VALID
6632,8,urn:lsid:nmbe.ch:spidersp:000904,Actinopodidae,Actinopus,insignis,,Holmberg,1881,1,"Uruguay, Argentina",,VALID
6633,9,urn:lsid:nmbe.ch:spidersp:000905,Actinopodidae,Actinopus,liodon,,Ausserer,1875,1,Uruguay,6634,SYNONYM
6634,10,urn:lsid:nmbe.ch:spidersp:000906,Actinopodidae,Actinopus,longipalpis,,"C. L. Koch",1842,0,"Paraguay, Uruguay, Argentina",,VALID
6635,11,urn:lsid:nmbe.ch:spidersp:000907,Actinopodidae,Actinopus,nattereri,,Doleschall,1871,1,Brazil,,VALID
6636,12,urn:lsid:nmbe.ch:spidersp:000908,Actinopodidae,Actinopus,nigripes,,Lucas,1834,1,Brazil,,VALID
6637,13,urn:lsid:nmbe.ch:spidersp:000909,Actinopodidae,Actinopus,paranensis,,Mello-Leitão,1920,0,Brazil,,VALID
6639,15,urn:lsid:nmbe.ch:spidersp:000911,Actinopodidae,Actinopus,piceus,,Ausserer,1871,1,Brazil,,VALID
6640,16,urn:lsid:nmbe.ch:spidersp:000912,Actinopodidae,Actinopus,princeps,,Chamberlin,1917,0,Brazil,,VALID
6641,17,urn:lsid:nmbe.ch:spidersp:000913,Actinopodidae,Actinopus,pusillus,,Mello-Leitão,1920,0,Brazil,,VALID
6642,18,urn:lsid:nmbe.ch:spidersp:000914,Actinopodidae,Actinopus,robustus,,"O. Pickard-Cambridge",1892,1,Panama,,VALID
6643,19,urn:lsid:nmbe.ch:spidersp:000915,Actinopodidae,Actinopus,rojasi,,Simon,1889,1,Venezuela,,VALID
6644,20,urn:lsid:nmbe.ch:spidersp:000916,Actinopodidae,Actinopus,rufibarbis,,Mello-Leitão,1930,0,Brazil,,VALID
6645,21,urn:lsid:nmbe.ch:spidersp:000917,Actinopodidae,Actinopus,rufipes,,Lucas,1834,1,Brazil,,VALID
6646,22,urn:lsid:nmbe.ch:spidersp:000918,Actinopodidae,Actinopus,scalops,,Simon,1889,1,Venezuela,,VALID
6647,23,urn:lsid:nmbe.ch:spidersp:000919,Actinopodidae,Actinopus,tarsalis,,Perty,1833,0,Brazil,,VALID
6648,24,urn:lsid:nmbe.ch:spidersp:000920,Actinopodidae,Actinopus,trinotatus,,Mello-Leitão,1938,0,Brazil,,VALID
6649,25,urn:lsid:nmbe.ch:spidersp:000921,Actinopodidae,Actinopus,valencianus,,Simon,1889,1,Venezuela,,VALID
6650,26,urn:lsid:nmbe.ch:spidersp:000922,Actinopodidae,Actinopus,wallacei,,"F. O. Pickard-Cambridge",1896,0,Brazil,,VALID
6651,27,urn:lsid:nmbe.ch:spidersp:000923,Actinopodidae,Actinopus,xenus,,Chamberlin,1917,0,"South America (details unknown)",,VALID
6652,28,urn:lsid:nmbe.ch:spidersp:000924,Actinopodidae,Missulena,bradleyi,,Rainbow,1914,0,"Australia (New South Wales)",,VALID
6653,29,urn:lsid:nmbe.ch:spidersp:000925,Actinopodidae,Missulena,dipsaca,,Faulder,1995,0,Australia,,VALID
6654,30,urn:lsid:nmbe.ch:spidersp:045858,Actinopodidae,Missulena,faulderi,,"Harms & Framenau",2013,0,"Australia (Western Australia)",,VALID
6655,31,urn:lsid:nmbe.ch:spidersp:000926,Actinopodidae,Missulena,granulosa,,"O. Pickard-Cambridge",1869,1,"Australia (Western Australia)",,VALID
6656,32,urn:lsid:nmbe.ch:spidersp:000927,Actinopodidae,Missulena,hoggi,,Womersley,1943,0,"Australia (Western Australia)",,VALID
6657,33,urn:lsid:nmbe.ch:spidersp:000928,Actinopodidae,Missulena,insignis,,"O. Pickard-Cambridge",1877,1,Australia,,VALID
6658,34,urn:lsid:nmbe.ch:spidersp:045859,Actinopodidae,Missulena,langlandsi,,"Harms & Framenau",2013,0,"Australia (Western Australia)",,VALID
6659,35,urn:lsid:nmbe.ch:spidersp:000929,Actinopodidae,Missulena,occatoria,,Walckenaer,1805,0,"Australia (Southern Australia)",,VALID
6660,36,urn:lsid:nmbe.ch:spidersp:000930,Actinopodidae,Missulena,pruinosa,,Levitt-Gregg,1966,0,"Australia (Western Australia, Northern Territory)",,VALID
6661,37,urn:lsid:nmbe.ch:spidersp:000931,Actinopodidae,Missulena,reflexa,,"Rainbow & Pulleine",1918,0,"Australia (South Australia)",,VALID
6662,38,urn:lsid:nmbe.ch:spidersp:000932,Actinopodidae,Missulena,rutraspina,,Faulder,1995,0,"Australia (Western Australia, South Australia, Victoria)",,VALID
6663,39,urn:lsid:nmbe.ch:spidersp:000933,Actinopodidae,Missulena,torbayensis,,Main,1996,0,"Australia (Western Australia)",,VALID
6664,40,urn:lsid:nmbe.ch:spidersp:000934,Actinopodidae,Missulena,tussulena,,Goloboff,1994,0,Chile,,VALID
6665,41,urn:lsid:nmbe.ch:spidersp:000935,Actinopodidae,Plesiolena,bonneti,,Zapfe,1961,1,Chile,,VALID
6666,42,urn:lsid:nmbe.ch:spidersp:000936,Actinopodidae,Plesiolena,jorgelina,,Goloboff,1994,0,Chile,,VALID
6667,43,urn:lsid:nmbe.ch:spidersp:041793,Agelenidae,Acutipetala,donglini,,"Dankittipakul & Zhang",2008,0,Thailand,,VALID
6668,44,urn:lsid:nmbe.ch:spidersp:041792,Agelenidae,Acutipetala,octoginta,,"Dankittipakul & Zhang",2008,0,Thailand,,VALID
6669,45,urn:lsid:nmbe.ch:spidersp:020824,Agelenidae,Gorbiscape,agelenoides,,Walckenaer,1841,1,"Western Mediterranean",,VALID
6670,46,urn:lsid:nmbe.ch:spidersp:020825,Agelenidae,Agelena,annulipedella,,Strand,1913,0,"Uganda or DR Congo",,VALID
6671,47,urn:lsid:nmbe.ch:spidersp:020826,Agelenidae,Agelena,atlantea,,Fage,1938,0,Morocco,,VALID
6672,48,urn:lsid:nmbe.ch:spidersp:020827,Agelenidae,Agelena,australis,,Simon,1897,0,"Kenya, Namibia, Botswana, Zimbabwe, South Africa",,VALID
6673,49,urn:lsid:nmbe.ch:spidersp:040190,Agelenidae,Agelena,babai,,Tanikawa,2005,0,Japan,,VALID
6674,50,urn:lsid:nmbe.ch:spidersp:020828,Agelenidae,Agelena,barunae,,Tikader,1970,0,India,,VALID
6675,51,urn:lsid:nmbe.ch:spidersp:020829,Agelenidae,Allagelena,bifida,,Wang,1997,1,China,,VALID
6676,52,urn:lsid:nmbe.ch:spidersp:020831,Agelenidae,Tegenaria,borbonica,,Vinson,1863,1,Réunion,7712,SYNONYM
6677,53,urn:lsid:nmbe.ch:spidersp:020832,Agelenidae,Gorbiscape,canariensis,,Lucas,1838,1,"Canary Is., Morocco, Algeria",,VALID
6678,54,urn:lsid:nmbe.ch:spidersp:040191,Agelenidae,Agelena,chayu,,"Zhang, Zhu & Song",2005,0,China,,VALID
6679,55,urn:lsid:nmbe.ch:spidersp:020833,Agelenidae,Agelena,choi,,Paik,1965,0,Korea,,VALID
6680,56,urn:lsid:nmbe.ch:spidersp:020834,Agelenidae,Agelena,consociata,,Denis,1965,0,Gabon,,VALID
6681,57,urn:lsid:nmbe.ch:spidersp:040192,Agelenidae,Agelena,cuspidata,,"Zhang, Zhu & Song",2005,0,China,,VALID
6682,58,urn:lsid:nmbe.ch:spidersp:020839,Agelenidae,Agelena,doris,,Hogg,1922,0,Vietnam,,VALID
6683,59,urn:lsid:nmbe.ch:spidersp:020840,Agelenidae,Agelena,dubiosa,,Strand,1908,0,"Ethiopia, Rwanda",,VALID
6684,60,urn:lsid:nmbe.ch:spidersp:020841,Agelenidae,Mistaria,fagei,,Caporiacco,1949,1,Kenya,,VALID
6685,61,urn:lsid:nmbe.ch:spidersp:020842,Agelenidae,Agelena,funerea,,Simon,1909,0,Ethiopia,,VALID
6686,62,urn:lsid:nmbe.ch:spidersp:020843,Agelenidae,Agelena,gaerdesi,,Roewer,1955,0,"Namibia, Botswana, South Africa",,VALID
6687,63,urn:lsid:nmbe.ch:spidersp:020844,Agelenidae,Agelena,gautami,,Tikader,1962,0,India,,VALID
6688,64,urn:lsid:nmbe.ch:spidersp:020845,Agelenidae,Gorbiscape,gomerensis,,Wunderlich,1992,1,"Canary Is.",,VALID
6689,65,urn:lsid:nmbe.ch:spidersp:020846,Agelenidae,Gorbiscape,gonzalezi,,Schmidt,1980,1,"Canary Is.",,VALID
6690,66,urn:lsid:nmbe.ch:spidersp:020848,Agelenidae,Agelena,hirsutissima,,Caporiacco,1940,0,Ethiopia,,VALID
6691,67,urn:lsid:nmbe.ch:spidersp:020849,Agelenidae,Agelena,howelli,,Benoit,1978,0,Tanzania,,VALID
6692,68,urn:lsid:nmbe.ch:spidersp:020850,Agelenidae,Agelena,incertissima,,Caporiacco,1939,0,Ethiopia,,VALID
6693,69,urn:lsid:nmbe.ch:spidersp:020851,Agelenidae,Agelena,inda,,Simon,1897,0,India,,VALID
6694,70,urn:lsid:nmbe.ch:spidersp:020852,Agelenidae,Agelena,injuria,,Fox,1936,0,China,,VALID
6695,71,urn:lsid:nmbe.ch:spidersp:020853,Agelenidae,Mistaria,jaundea,,Roewer,1955,1,Cameroon,,VALID
6696,72,urn:lsid:nmbe.ch:spidersp:020854,Agelenidae,Agelena,jirisanensis,,Paik,1965,0,Korea,,VALID
6697,73,urn:lsid:nmbe.ch:spidersp:020855,Agelenidae,Mistaria,jumbo,,Strand,1913,1,"DR Congo, Rwanda",,VALID
6698,74,urn:lsid:nmbe.ch:spidersp:020856,Agelenidae,Mistaria,kiwuensis,,Strand,1913,1,"DR Congo",,VALID
6699,75,urn:lsid:nmbe.ch:spidersp:020857,Agelenidae,Mistaria,keniana,,Roewer,1955,1,Kenya,,VALID
6700,76,urn:lsid:nmbe.ch:spidersp:020858,Agelenidae,Mistaria,kiboschensis,,Lessert,1915,1,Tanzania,,VALID
6701,77,urn:lsid:nmbe.ch:spidersp:020860,Agelenidae,Agelena,labyrinthica,,Clerck,1757,1,"Europe to Central Asia, Mongolia, China, Korea, Japan",,VALID
6702,78,urn:lsid:nmbe.ch:spidersp:020861,Agelenidae,Mistaria,lawrencei,,Roewer,1955,1,Zimbabwe,,VALID
6703,79,urn:lsid:nmbe.ch:spidersp:020862,Agelenidae,Agelena,limbata,,Thorell,1897,0,"China, Myanmar, Laos",,VALID
6704,80,urn:lsid:nmbe.ch:spidersp:020863,Agelenidae,Agelena,lingua,,Strand,1913,0,"Central Africa",,VALID
6705,81,urn:lsid:nmbe.ch:spidersp:020864,Agelenidae,Agelena,littoricola,,Strand,1913,0,"Central Africa",,VALID
6706,82,urn:lsid:nmbe.ch:spidersp:020865,Agelenidae,Mistaria,longimamillata,,Roewer,1955,1,Mozambique,,VALID
6708,84,urn:lsid:nmbe.ch:spidersp:020867,Agelenidae,Agelena,lukla,,Nishikawa,1980,0,"Nepal, China",,VALID
6709,85,urn:lsid:nmbe.ch:spidersp:020868,Agelenidae,Agelena,maracandensis,,Charitonov,1946,1,"Central Asia",,VALID
6710,86,urn:lsid:nmbe.ch:spidersp:020869,Agelenidae,Allagelena,mengeella,,Strand,1942,1,Poland,6770,SYNONYM
6712,88,urn:lsid:nmbe.ch:spidersp:020872,Agelenidae,Mistaria,moschiensis,,Roewer,1955,1,Tanzania,,VALID
6713,89,urn:lsid:nmbe.ch:spidersp:020873,Agelenidae,Mistaria,mossambica,,Roewer,1955,1,Mozambique,,VALID
6714,90,urn:lsid:nmbe.ch:spidersp:020874,Agelenidae,Mistaria,nairobii,,Caporiacco,1949,1,"Central, East Africa",,VALID
6715,91,urn:lsid:nmbe.ch:spidersp:020875,Agelenidae,Agelena,nigra,,Caporiacco,1940,0,Ethiopia,,VALID
6716,92,urn:lsid:nmbe.ch:spidersp:020876,Agelenidae,Mistaria,nyassana,,Roewer,1955,1,Malawi,,VALID
6717,93,urn:lsid:nmbe.ch:spidersp:020877,Agelenidae,Agelena,oaklandensis,,Barman,1979,0,India,,VALID
6718,94,urn:lsid:nmbe.ch:spidersp:020879,Agelenidae,Agelena,orientalis,,"C. L. Koch",1837,0,"Spain to Central Asia, Middle East, Iran",,VALID
6719,95,urn:lsid:nmbe.ch:spidersp:020881,Agelenidae,Agelena,poliosata,,Wang,1991,0,China,,VALID
6720,96,urn:lsid:nmbe.ch:spidersp:020882,Agelenidae,Agelena,republicana,,Darchen,1967,0,Gabon,,VALID
6721,97,urn:lsid:nmbe.ch:spidersp:020884,Agelenidae,Agelena,satmila,,Tikader,1970,0,India,,VALID
6722,98,urn:lsid:nmbe.ch:spidersp:020885,Agelenidae,Allagelena,scopulata,,Wang,1991,1,China,,VALID
6723,99,urn:lsid:nmbe.ch:spidersp:020886,Agelenidae,Agelena,secsuensis,,Lendl,1898,0,China,,VALID
6724,100,urn:lsid:nmbe.ch:spidersp:020887,Agelenidae,Agelena,sherpa,,Nishikawa,1980,0,Nepal,,VALID
6725,101,urn:lsid:nmbe.ch:spidersp:020888,Agelenidae,Agelena,shillongensis,,Tikader,1969,0,India,,VALID
6726,102,urn:lsid:nmbe.ch:spidersp:039417,Agelenidae,Agelena,silvatica,,Oliger,1983,0,"Russia (Far East), Korea, Japan, China, Taiwan",,VALID
6727,103,urn:lsid:nmbe.ch:spidersp:020891,Agelenidae,Agelena,suboculata,,Simon,1910,0,Botswana,,VALID
6728,104,urn:lsid:nmbe.ch:spidersp:020892,Agelenidae,Benoitia,tadzhika,,Andreeva,1976,1,"Russia (Europe) to Central Asia ",,VALID
6729,105,urn:lsid:nmbe.ch:spidersp:020893,Agelenidae,Gorbiscape,tenerifensis,,Wunderlich,1992,1,"Canary Is.",,VALID
6730,106,urn:lsid:nmbe.ch:spidersp:020894,Agelenidae,Agelena,tenuella,,Roewer,1955,0,Cameroon,,VALID
6731,107,urn:lsid:nmbe.ch:spidersp:020895,Agelenidae,Agelena,tenuis,,Hogg,1922,0,Vietnam,,VALID
6732,108,urn:lsid:nmbe.ch:spidersp:020896,Agelenidae,Mistaria,teteana,,Roewer,1955,1,Mozambique,,VALID
6733,109,urn:lsid:nmbe.ch:spidersp:020898,Agelenidae,Agelena,tungchis,,Lee,1998,0,Taiwan,,VALID
6734,110,urn:lsid:nmbe.ch:spidersp:020899,Agelenidae,Mistaria,zorica,,Strand,1913,1,"Central, East Africa",,VALID
6735,111,urn:lsid:nmbe.ch:spidersp:020900,Agelenidae,Mistaria,zuluana,,Roewer,1955,1,"South Africa",,VALID
6736,112,urn:lsid:nmbe.ch:spidersp:020901,Agelenidae,Agelenella,pusilla,,Pocock,1903,1,"Yemen (mainland, Socotra)",,VALID
6737,113,urn:lsid:nmbe.ch:spidersp:020902,Agelenidae,Agelenopsis,actuosa,,"Gertsch & Ivie",1936,1,"Canada, USA",,VALID
6738,114,urn:lsid:nmbe.ch:spidersp:020903,Agelenidae,Agelenopsis,aleenae,,"Chamberlin & Ivie",1935,0,USA,,VALID
6739,115,urn:lsid:nmbe.ch:spidersp:020904,Agelenidae,Agelenopsis,aperta,,Gertsch,1934,1,"USA, Mexico",,VALID
6740,116,urn:lsid:nmbe.ch:spidersp:020905,Agelenidae,Agelenopsis,emertoni,,"Chamberlin & Ivie",1935,0,"Canada, USA",,VALID
6741,117,urn:lsid:nmbe.ch:spidersp:020906,Agelenidae,Agelenopsis,kastoni,,"Chamberlin & Ivie",1941,0,USA,,VALID
6742,118,urn:lsid:nmbe.ch:spidersp:020907,Agelenidae,Agelenopsis,longistylus,,Banks,1901,1,USA,,VALID
6743,119,urn:lsid:nmbe.ch:spidersp:020908,Agelenidae,Agelenopsis,naevia,,Walckenaer,1841,1,"Canada, USA",,VALID
6744,120,urn:lsid:nmbe.ch:spidersp:020909,Agelenidae,Agelenopsis,oklahoma,,Gertsch,1936,1,"Canada, USA",,VALID
6745,121,urn:lsid:nmbe.ch:spidersp:020910,Agelenidae,Agelenopsis,oregonensis,,"Chamberlin & Ivie",1935,0,"Canada, USA",,VALID
6746,122,urn:lsid:nmbe.ch:spidersp:020911,Agelenidae,Agelenopsis,pennsylvanica,,"C. L. Koch",1843,1,"Canada, USA",,VALID
6747,123,urn:lsid:nmbe.ch:spidersp:020912,Agelenidae,Agelenopsis,potteri,,Blackwall,1846,1,"Canada, USA, Mexico. Introduced to Ukraine, Russia (Europe, Far East), Kirgizstan, China",,VALID
6748,124,urn:lsid:nmbe.ch:spidersp:020913,Agelenidae,Agelenopsis,spatula,,"Chamberlin & Ivie",1935,0,USA,,VALID
6749,125,urn:lsid:nmbe.ch:spidersp:020914,Agelenidae,Agelenopsis,utahana,,"Chamberlin & Ivie",1933,1,"Alaska, Canada, USA",,VALID
6750,126,urn:lsid:nmbe.ch:spidersp:020835,Agelenidae,Ageleradix,cymbiforma,,Wang,1991,1,China,,VALID
6751,127,urn:lsid:nmbe.ch:spidersp:020880,Agelenidae,Ageleradix,otiforma,,Wang,1991,1,China,,VALID
6752,128,urn:lsid:nmbe.ch:spidersp:040193,Agelenidae,Ageleradix,sichuanensis,,"Xu & Li",2007,0,China,,VALID
6753,129,urn:lsid:nmbe.ch:spidersp:041662,Agelenidae,Ageleradix,schwendingeri,,"Zhang, Li & Xu",2008,0,China,,VALID
6754,130,urn:lsid:nmbe.ch:spidersp:041663,Agelenidae,Ageleradix,sternseptum,,"Zhang, Li & Xu",2008,0,China,,VALID
6755,131,urn:lsid:nmbe.ch:spidersp:041664,Agelenidae,Ageleradix,zhishengi,,"Zhang, Li & Xu",2008,0,China,,VALID
6756,132,urn:lsid:nmbe.ch:spidersp:020915,Agelenidae,Agelescape,affinis,,Kulczyński,1911,1,"Syria, Israel, Lebanon?",,VALID
6757,133,urn:lsid:nmbe.ch:spidersp:040194,Agelenidae,Persiscape,caucasica,,"Guseinov, Marusik & Koponen",2005,1,"Greece, Turkey, Georgia, Armenia, Azerbaijan ",,VALID
6758,134,urn:lsid:nmbe.ch:spidersp:040195,Agelenidae,Persiscape,dunini,,"Guseinov, Marusik & Koponen",2005,1,"Turkey, Georgia, Azerbaijan ",6759,SYNONYM
6759,135,urn:lsid:nmbe.ch:spidersp:020916,Agelenidae,Persiscape,gideoni,,Levy,1996,1,"Turkey, Georgia, Armenia, Azerbaijan, Israel, Iran",,VALID
6760,136,urn:lsid:nmbe.ch:spidersp:040196,Agelenidae,Persiscape,levyi,,"Guseinov, Marusik & Koponen",2005,1,"Azerbaijan, Iran",,VALID
6761,137,urn:lsid:nmbe.ch:spidersp:020917,Agelenidae,Agelescape,livida,,Simon,1875,1,"Spain, Algeria, Tunisia, Albania, Greece, Turkey",,VALID
6762,138,urn:lsid:nmbe.ch:spidersp:040197,Agelenidae,Persiscape,talyshica,,"Guseinov, Marusik & Koponen",2005,1,Azerbaijan,6760,SYNONYM
6763,139,urn:lsid:nmbe.ch:spidersp:020918,Agelenidae,Ahua,dentata,,"Forster & Wilton",1973,0,"New Zealand",,VALID
6764,140,urn:lsid:nmbe.ch:spidersp:020919,Agelenidae,Ahua,insula,,"Forster & Wilton",1973,0,"New Zealand",,VALID
6765,141,urn:lsid:nmbe.ch:spidersp:020920,Agelenidae,Ahua,kaituna,,"Forster & Wilton",1973,0,"New Zealand",,VALID
6766,142,urn:lsid:nmbe.ch:spidersp:020921,Agelenidae,Ahua,vulgaris,,"Forster & Wilton",1973,0,"New Zealand",,VALID
6767,143,urn:lsid:nmbe.ch:spidersp:020830,Agelenidae,Allagelena,bistriata,,Grube,1861,1,"Russia (Far East), China",,VALID
6768,144,urn:lsid:nmbe.ch:spidersp:020837,Agelenidae,Allagelena,difficilis,,Fox,1936,1,"China, Korea",,VALID
6769,145,urn:lsid:nmbe.ch:spidersp:020838,Agelenidae,Allagelena,donggukensis,,Kim,1996,1,"Korea, Japan",,VALID
6770,146,urn:lsid:nmbe.ch:spidersp:020847,Agelenidae,Allagelena,gracilens,,"C. L. Koch",1841,1,"Europe to Central Asia",,VALID
6771,147,urn:lsid:nmbe.ch:spidersp:020859,Agelenidae,Allagelena,koreana,,Paik,1965,1,"China, Korea",,VALID
6772,148,urn:lsid:nmbe.ch:spidersp:040198,Agelenidae,Allagelena,monticola,,"Chami-Kranon, Likhitrakarn & Dankittipakul",2007,0,Thailand,,VALID
6773,149,urn:lsid:nmbe.ch:spidersp:020878,Agelenidae,Allagelena,opulenta,,"L. Koch",1878,1,"Russia (Far East), Korea, Japan",,VALID
6774,150,urn:lsid:nmbe.ch:spidersp:022651,Agelenidae,Alloclubionoides,amurensis,,Ovtchinnikov,1999,1,"Russia (Far East)",,VALID
6775,151,urn:lsid:nmbe.ch:spidersp:022729,Agelenidae,Alloclubionoides,bifidus,,Paik,1976,1,Korea,,VALID
6776,152,urn:lsid:nmbe.ch:spidersp:046073,Agelenidae,Alloclubionoides,boryeongensis,,"Kim & Ye",2013,0,Korea,6779,SYNONYM
6777,153,urn:lsid:nmbe.ch:spidersp:022742,Agelenidae,Alloclubionoides,circinalis,,"Gao, Song, Zhu & Guan",1993,1,China,6796,SYNONYM
6778,154,urn:lsid:nmbe.ch:spidersp:041104,Agelenidae,Alloclubionoides,cochlea,,"Kim, Lee & Kwon",2007,1,Korea,,VALID
6779,155,urn:lsid:nmbe.ch:spidersp:024419,Agelenidae,Alloclubionoides,coreanus,,Paik,1992,0,Korea,,VALID
6780,156,urn:lsid:nmbe.ch:spidersp:022652,Agelenidae,Alloclubionoides,dimidiatus,,Paik,1974,1,Korea,,VALID
6781,157,urn:lsid:nmbe.ch:spidersp:022653,Agelenidae,Alloclubionoides,euini,,Paik,1976,1,Korea,,VALID
6782,158,urn:lsid:nmbe.ch:spidersp:022654,Agelenidae,Alloclubionoides,grandivulva,,Yaginuma,1969,1,Japan,,VALID
6783,159,urn:lsid:nmbe.ch:spidersp:041835,Agelenidae,Alloclubionoides,jaegeri,,Kim,2007,1,Korea,,VALID
6784,160,urn:lsid:nmbe.ch:spidersp:042786,Agelenidae,Alloclubionoides,jirisanensis,,Kim,2009,0,Korea,,VALID
6785,161,urn:lsid:nmbe.ch:spidersp:022656,Agelenidae,Alloclubionoides,kimi,,Paik,1974,1,Korea,,VALID
6786,162,urn:lsid:nmbe.ch:spidersp:022657,Agelenidae,Alloclubionoides,lunatus,,Paik,1976,1,Korea,,VALID
6787,163,urn:lsid:nmbe.ch:spidersp:022658,Agelenidae,Alloclubionoides,mandzhuricus,,Ovtchinnikov,1999,1,"Russia (Far East)",,VALID
6788,164,urn:lsid:nmbe.ch:spidersp:022811,Agelenidae,Alloclubionoides,meniscatus,,"Zhu & Wang",1991,1,China,,VALID
6789,165,urn:lsid:nmbe.ch:spidersp:022659,Agelenidae,Alloclubionoides,napolovi,,Ovtchinnikov,1999,1,"Russia (Far East)",,VALID
6790,166,urn:lsid:nmbe.ch:spidersp:022822,Agelenidae,Alloclubionoides,nariceus,,"Zhu & Wang",1994,1,China,,VALID
6791,167,urn:lsid:nmbe.ch:spidersp:022660,Agelenidae,Alloclubionoides,ovatus,,Paik,1976,1,Korea,,VALID
6792,168,urn:lsid:nmbe.ch:spidersp:022661,Agelenidae,Alloclubionoides,paiki,,Ovtchinnikov,1999,1,"Russia (Far East)",,VALID
6793,169,urn:lsid:nmbe.ch:spidersp:022834,Agelenidae,Alloclubionoides,paikwunensis,,"Kim & Jung",1993,1,Korea,,VALID
6794,170,urn:lsid:nmbe.ch:spidersp:040914,Agelenidae,Alloclubionoides,pseudonariceus,,"Zhang, Zhu & Song",2007,1,China,,VALID
6795,171,urn:lsid:nmbe.ch:spidersp:022662,Agelenidae,Alloclubionoides,quadrativulvus,,Paik,1974,1,Korea,,VALID
6796,172,urn:lsid:nmbe.ch:spidersp:022860,Agelenidae,Alloclubionoides,rostratus,,"Song, Zhu, Gao & Guan",1993,1,China,,VALID
6797,173,urn:lsid:nmbe.ch:spidersp:045497,Agelenidae,Alloclubionoides,solea,,"Kim & Kim",2012,0,Korea,,VALID
6798,174,urn:lsid:nmbe.ch:spidersp:022888,Agelenidae,Alloclubionoides,terdecimus,,Paik,1978,1,Korea,,VALID
6799,175,urn:lsid:nmbe.ch:spidersp:040915,Agelenidae,Alloclubionoides,triangulatus,,"Zhang, Zhu & Song",2007,1,China,,VALID
6800,176,urn:lsid:nmbe.ch:spidersp:040916,Agelenidae,Alloclubionoides,trisaccatus,,"Zhang, Zhu & Song",2007,1,China,,VALID
6801,177,urn:lsid:nmbe.ch:spidersp:042785,Agelenidae,Alloclubionoides,wolchulsanensis,,Kim,2009,0,Korea,,VALID
6802,178,urn:lsid:nmbe.ch:spidersp:021184,Agelenidae,Aterigena,aculeata,,Wang,1992,1,China,,VALID
6803,179,urn:lsid:nmbe.ch:spidersp:021189,Agelenidae,Aterigena,aliquoi,,Brignoli,1971,1,Italy,,VALID
6804,180,urn:lsid:nmbe.ch:spidersp:043487,Agelenidae,Aterigena,aspromontensis,,"Bolzern, Hänggi & Burckhardt",2010,0,Italy,,VALID
6805,181,urn:lsid:nmbe.ch:spidersp:021247,Agelenidae,Aterigena,ligurica,,Simon,1916,1,"France, Italy",,VALID
6806,182,urn:lsid:nmbe.ch:spidersp:021292,Agelenidae,Aterigena,soriculata,,Simon,1873,1,"France (Corsica), Italy (Sardinia)",,VALID
6807,183,urn:lsid:nmbe.ch:spidersp:040199,Agelenidae,Azerithonica,hyrcanica,,"Guseinov, Marusik & Koponen",2005,0,"Azerbaijan, Iran",,VALID
6808,184,urn:lsid:nmbe.ch:spidersp:020922,Agelenidae,Barronopsis,arturoi,,Alayón,1993,0,Cuba,,VALID
6809,185,urn:lsid:nmbe.ch:spidersp:020923,Agelenidae,Barronopsis,barrowsi,,Gertsch,1934,1,"USA, Cuba, Hispaniola",,VALID
6810,186,urn:lsid:nmbe.ch:spidersp:020926,Agelenidae,Barronopsis,floridensis,,Roth,1954,1,"USA, Bahamas",,VALID
6811,187,urn:lsid:nmbe.ch:spidersp:020927,Agelenidae,Barronopsis,jeffersi,,Muma,1945,1,"USA, Cuba",,VALID
6812,188,urn:lsid:nmbe.ch:spidersp:045449,Agelenidae,Barronopsis,pelempito,,Alayón,2012,0,Hispaniola,,VALID
6813,189,urn:lsid:nmbe.ch:spidersp:042730,Agelenidae,Barronopsis,stephaniae,,Stocks,2009,0,USA,,VALID
6814,190,urn:lsid:nmbe.ch:spidersp:020928,Agelenidae,Barronopsis,texana,,Gertsch,1934,1,USA,,VALID
6815,191,urn:lsid:nmbe.ch:spidersp:020929,Agelenidae,Benoitia,agraulosa,,"Wang & Wang",1991,1,China,,VALID
6816,192,urn:lsid:nmbe.ch:spidersp:020930,Agelenidae,Benoitia,bornemiszai,,Caporiacco,1947,1,"Rwanda, Tanzania",,VALID
6817,193,urn:lsid:nmbe.ch:spidersp:020931,Agelenidae,Afrotrix,deserticola,,Simon,1910,1,"Namibia, Botswana, South Africa",,VALID
