speciesId,species_legacy_id,species_lsid,family,genus,species,subspecies,author,year,parentheses,distribution,validSpeciesId,taxonStatus
47024,40400,urn:lsid:nmbe.ch:spidersp:008954,Theridiosomatidae,Epilineutes,globosus,,"O. Pickard-Cambridge",1896,1,"Mexico to Brazil",,VALID
47025,40401,urn:lsid:nmbe.ch:spidersp:037544,Theridiosomatidae,Sennin,coddingtoni,,"Zhu, Zhang & Chen",2001,1,China,,VALID
47026,40402,urn:lsid:nmbe.ch:spidersp:045610,Theridiosomatidae,Karstia,cordata,,"Dou & Lin",2012,0,China,,VALID
47027,40403,urn:lsid:nmbe.ch:spidersp:045668,Theridiosomatidae,Sinoalaria,nitida,,"Zhao & Li",2012,1,China,,VALID
47028,40404,urn:lsid:nmbe.ch:spidersp:045669,Theridiosomatidae,Sinoalaria,prolata,,"Zhao & Li",2012,1,China,,VALID
47029,40405,urn:lsid:nmbe.ch:spidersp:043929,Theridiosomatidae,Karstia,upperyangtzica,,Chen,2010,0,China,,VALID
47030,40406,urn:lsid:nmbe.ch:spidersp:044138,Theridiosomatidae,Coddingtonia,discobulbus,,Wunderlich,2011,1,Laos,,VALID
47031,40407,urn:lsid:nmbe.ch:spidersp:045670,Theridiosomatidae,Menglunia,inaffecta,,"Zhao & Li",2012,0,China,,VALID
47032,40408,urn:lsid:nmbe.ch:spidersp:008955,Theridiosomatidae,Naatlo,fauna,,Simon,1897,1,"Costa Rica, Panama, Colombia, Venezuela, Trinidad and Tobago, Ecuador, Peru, Brazil",,VALID
47033,40409,urn:lsid:nmbe.ch:spidersp:041840,Theridiosomatidae,Naatlo,maturaca,,"Rodrigues & Lise",2008,0,Brazil,,VALID
47034,40410,urn:lsid:nmbe.ch:spidersp:041839,Theridiosomatidae,Naatlo,serrana,,"Rodrigues & Lise",2008,0,Brazil,,VALID
47035,40411,urn:lsid:nmbe.ch:spidersp:008956,Theridiosomatidae,Naatlo,splendida,,Taczanowski,1879,1,"Panama, Colombia, Venezuela, French Guiana, Ecuador, Peru, Bolivia, Brazil",,VALID
47036,40412,urn:lsid:nmbe.ch:spidersp:008957,Theridiosomatidae,Naatlo,sutila,,Coddington,1986,0,"Panama, Colombia, Venezuela, Trinidad and Tobago, Suriname, Peru, Brazil, Argentina",,VALID
47037,40413,urn:lsid:nmbe.ch:spidersp:008958,Theridiosomatidae,Naatlo,sylvicola,,Hingston,1932,1,"Venezuela, Trinidad and Tobago, Guyana",,VALID
47038,40414,urn:lsid:nmbe.ch:spidersp:042389,Theridiosomatidae,Ogulnius,barbandrewsi,,"Miller, Griswold & Yin",2009,0,China,,VALID
47039,40415,urn:lsid:nmbe.ch:spidersp:008960,Theridiosomatidae,Ogulnius,clarus,,Keyserling,1886,0,Brazil,,VALID
47040,40416,urn:lsid:nmbe.ch:spidersp:008961,Theridiosomatidae,Ogulnius,cubanus,,Archer,1958,0,Cuba,,VALID
47041,40417,urn:lsid:nmbe.ch:spidersp:008962,Theridiosomatidae,Ogulnius,fulvus,,Bryant,1945,0,Hispaniola,,VALID
47042,40418,urn:lsid:nmbe.ch:spidersp:008963,Theridiosomatidae,Ogulnius,gertschi,,Archer,1953,0,Panama,,VALID
47043,40419,urn:lsid:nmbe.ch:spidersp:008964,Theridiosomatidae,Ogulnius,gloriae,,Petrunkevitch,1930,1,"Puerto Rico",,VALID
47044,40420,urn:lsid:nmbe.ch:spidersp:045671,Theridiosomatidae,Ogulnius,hapalus,,"Zhao & Li",2012,0,China,,VALID
47045,40421,urn:lsid:nmbe.ch:spidersp:008965,Theridiosomatidae,Ogulnius,hayoti,,Lopez,1994,0,Martinique,,VALID
47046,40422,urn:lsid:nmbe.ch:spidersp:008966,Theridiosomatidae,Ogulnius,infumatus,,Simon,1898,0,"St. Vincent",,VALID
47047,40423,urn:lsid:nmbe.ch:spidersp:008967,Theridiosomatidae,Ogulnius,latus,,Bryant,1948,0,Hispaniola,,VALID
47048,40424,urn:lsid:nmbe.ch:spidersp:008968,Theridiosomatidae,Ogulnius,obscurus,,Keyserling,1886,0,"Peru, Brazil",,VALID
47049,40425,urn:lsid:nmbe.ch:spidersp:008969,Theridiosomatidae,Ogulnius,obtectus,,"O. Pickard-Cambridge",1882,0,"Brazil, Colombia, Peru",,VALID
47050,40426,urn:lsid:nmbe.ch:spidersp:008970,Theridiosomatidae,Ogulnius,pallisteri,,Archer,1953,0,Peru,,VALID
47051,40427,urn:lsid:nmbe.ch:spidersp:008971,Theridiosomatidae,Ogulnius,pullus,,"Bösenberg & Strand",1906,0,"Korea, Japan",,VALID
47052,40428,urn:lsid:nmbe.ch:spidersp:008972,Theridiosomatidae,Ogulnius,tetrabunus,,Archer,1965,1,Jamaica,,VALID
47053,40429,urn:lsid:nmbe.ch:spidersp:008973,Theridiosomatidae,Ogulnius,yaginumai,,Brignoli,1981,0,Philippines,,VALID
47054,40430,urn:lsid:nmbe.ch:spidersp:008974,Theridiosomatidae,Parogulnius,hypsigaster,,Archer,1953,0,USA,,VALID
47055,40431,urn:lsid:nmbe.ch:spidersp:008975,Theridiosomatidae,Plato,bicolor,,Keyserling,1886,1,Brazil,,VALID
47056,40432,urn:lsid:nmbe.ch:spidersp:008976,Theridiosomatidae,Plato,bruneti,,Gertsch,1960,1,"Trinidad, Brazil",,VALID
47057,40433,urn:lsid:nmbe.ch:spidersp:008977,Theridiosomatidae,Plato,guacharo,,Brignoli,1972,1,Venezuela,,VALID
47058,40434,urn:lsid:nmbe.ch:spidersp:008978,Theridiosomatidae,Plato,juberthiei,,Lopez,1996,0,"French Guiana",,VALID
47059,40435,urn:lsid:nmbe.ch:spidersp:008979,Theridiosomatidae,Plato,miranda,,Brignoli,1972,1,Venezuela,,VALID
47060,40436,urn:lsid:nmbe.ch:spidersp:008980,Theridiosomatidae,Plato,troglodita,,Coddington,1986,0,Ecuador,,VALID
47061,40437,urn:lsid:nmbe.ch:spidersp:008981,Theridiosomatidae,Theridiosoma,argenteolunulatum,,Simon,1897,0,"Caribbean, Venezuela",,VALID
47062,40438,urn:lsid:nmbe.ch:spidersp:008982,Theridiosomatidae,Theridiosoma,blaisei,,Simon,1903,0,Gabon,,VALID
47063,40439,urn:lsid:nmbe.ch:spidersp:039838,Theridiosomatidae,Theridiosoma,caaguara,,"Rodrigues & Ott",2006,0,Brazil,,VALID
47064,40440,urn:lsid:nmbe.ch:spidersp:039839,Theridiosomatidae,Theridiosoma,chiripa,,"Rodrigues & Ott",2005,0,Brazil,,VALID
47065,40441,urn:lsid:nmbe.ch:spidersp:008983,Theridiosomatidae,Theridiosoma,circuloargenteum,,Wunderlich,1976,0,"Australia (New South Wales)",,VALID
47066,40442,urn:lsid:nmbe.ch:spidersp:008984,Theridiosomatidae,Theridiosoma,concolor,,Keyserling,1884,0,"Mexico, Brazil",,VALID
47067,40443,urn:lsid:nmbe.ch:spidersp:042391,Theridiosomatidae,Theridiosoma,diwang,,"Miller, Griswold & Yin",2009,0,China,,VALID
47068,40444,urn:lsid:nmbe.ch:spidersp:008985,Theridiosomatidae,Theridiosoma,davisi,,Archer,1953,0,Mexico,,VALID
47069,40445,urn:lsid:nmbe.ch:spidersp:008986,Theridiosomatidae,Theridiosoma,epeiroides,,"Bösenberg & Strand",1906,0,"Russia (Far East), Korea, Japan",,VALID
47070,40446,urn:lsid:nmbe.ch:spidersp:008987,Theridiosomatidae,Theridiosoma,fasciatum,,Workman,1896,0,"Singapore, Indonesia (Sumatra)",,VALID
47071,40447,urn:lsid:nmbe.ch:spidersp:008988,Theridiosomatidae,Theridiosoma,gemmosum,,"L. Koch",1877,1,"North America, Europe, Turkey, Caucasus, Iran, Japan",,VALID
47072,40448,urn:lsid:nmbe.ch:spidersp:008989,Theridiosomatidae,Theridiosoma,genevensium,,Brignoli,1972,1,"Sri Lanka",,VALID
47073,40449,urn:lsid:nmbe.ch:spidersp:008990,Theridiosomatidae,Theridiosoma,goodnightorum,,Archer,1953,0,"Mexico, Costa Rica, Panama",,VALID
47074,40450,urn:lsid:nmbe.ch:spidersp:008991,Theridiosomatidae,Theridiosoma,kikuyu,,Brignoli,1979,0,Kenya,,VALID
47075,40451,urn:lsid:nmbe.ch:spidersp:008992,Theridiosomatidae,Theridiosoma,latebricola,,Locket,1968,0,Angola,,VALID
47076,40452,urn:lsid:nmbe.ch:spidersp:008993,Theridiosomatidae,Theridiosoma,lopdelli,,Marples,1955,0,Samoa,,VALID
47077,40453,urn:lsid:nmbe.ch:spidersp:008994,Theridiosomatidae,Theridiosoma,lucidum,,Simon,1897,0,Venezuela,,VALID
47078,40454,urn:lsid:nmbe.ch:spidersp:008995,Theridiosomatidae,Theridiosoma,nebulosum,,Simon,1901,0,Thailand,,VALID
47079,40455,urn:lsid:nmbe.ch:spidersp:008996,Theridiosomatidae,Theridiosoma,nechodomae,,Petrunkevitch,1930,0,"Jamaica, Puerto Rico",,VALID
47080,40456,urn:lsid:nmbe.ch:spidersp:008997,Theridiosomatidae,Theridiosoma,obscurum,,Keyserling,1886,1,Brazil,,VALID
47081,40457,urn:lsid:nmbe.ch:spidersp:008998,Theridiosomatidae,Theridiosoma,picteti,,Simon,1893,0,"Indonesia (Sumatra)",,VALID
47082,40458,urn:lsid:nmbe.ch:spidersp:045672,Theridiosomatidae,Theridiosoma,plumarium,,"Zhao & Li",2012,0,China,,VALID
47083,40459,urn:lsid:nmbe.ch:spidersp:008999,Theridiosomatidae,Theridiosoma,savannum,,"Chamberlin & Ivie",1944,0,USA,,VALID
47084,40460,urn:lsid:nmbe.ch:spidersp:042392,Theridiosomatidae,Theridiosoma,shuangbi,,"Miller, Griswold & Yin",2009,0,China,,VALID
47085,40461,urn:lsid:nmbe.ch:spidersp:039840,Theridiosomatidae,Zoma,taiwanica,,"Zhang, Zhu & Tso",2006,1,Taiwan,,VALID
47086,40462,urn:lsid:nmbe.ch:spidersp:045673,Theridiosomatidae,Theridiosoma,triumphale,,"Zhao & Li",2012,0,"China (Hainan), Taiwan (Orchid Is./Lanyu)",,VALID
47087,40463,urn:lsid:nmbe.ch:spidersp:045674,Theridiosomatidae,Theridiosoma,vimineum,,"Zhao & Li",2012,0,China,,VALID
47089,40465,urn:lsid:nmbe.ch:spidersp:009001,Theridiosomatidae,Wendilgarda,assamensis,,Fage,1924,0,"India, China",,VALID
47090,40466,urn:lsid:nmbe.ch:spidersp:009002,Theridiosomatidae,Wendilgarda,atricolor,,Simon,1907,1,"São Tomé and Príncipe",,VALID
47091,40467,urn:lsid:nmbe.ch:spidersp:009003,Theridiosomatidae,Wendilgarda,clara,,Keyserling,1886,0,"Caribbean, Guatemala to Ecuador and Brazil",,VALID
47092,40468,urn:lsid:nmbe.ch:spidersp:009004,Theridiosomatidae,Wendilgarda,galapagensis,,Archer,1953,0,"Costa Rica (Cocos Is.)",,VALID
47093,40469,urn:lsid:nmbe.ch:spidersp:009005,Theridiosomatidae,Wendilgarda,liliwensis,,"Barrion & Litsinger",1995,0,Philippines,,VALID
47094,40470,urn:lsid:nmbe.ch:spidersp:009006,Theridiosomatidae,Wendilgarda,mexicana,,Keyserling,1886,0,"Mexico, Central America, Cuba",,VALID
47095,40471,urn:lsid:nmbe.ch:spidersp:042394,Theridiosomatidae,Wendilgarda,muji,,"Miller, Griswold & Yin",2009,0,China,,VALID
47096,40472,urn:lsid:nmbe.ch:spidersp:009007,Theridiosomatidae,Wendilgarda,mustelina,,Simon,1898,0,"St. Vincent",,VALID
47097,40473,urn:lsid:nmbe.ch:spidersp:009008,Theridiosomatidae,Wendilgarda,mustelina,arnouxi,"Lopez & Emerit",1986,0,Guadeloupe,,VALID
47098,40474,urn:lsid:nmbe.ch:spidersp:009009,Theridiosomatidae,Wendilgarda,nigra,,Keyserling,1886,0,Brazil,,VALID
47099,40475,urn:lsid:nmbe.ch:spidersp:042635,Theridiosomatidae,Wendilgarda,nipponica,,Shinkai,2009,0,Japan,,VALID
47100,40476,urn:lsid:nmbe.ch:spidersp:009010,Theridiosomatidae,Wendilgarda,sinensis,,"Zhu & Wang",1992,0,China,,VALID
47101,40477,urn:lsid:nmbe.ch:spidersp:042393,Theridiosomatidae,Zoma,dibaiyin,,"Miller, Griswold & Yin",2009,0,"China, Japan",,VALID
47102,40478,urn:lsid:nmbe.ch:spidersp:045675,Theridiosomatidae,Zoma,fascia,,"Zhao & Li",2012,0,"China (Hainan)",,VALID
47103,40479,urn:lsid:nmbe.ch:spidersp:009011,Theridiosomatidae,Zoma,zoma,,Saaristo,1996,0,Seychelles,,VALID
47104,40480,urn:lsid:nmbe.ch:spidersp:030129,Thomisidae,Acentroscelus,albipes,,Simon,1886,0,Brazil,,VALID
47105,40481,urn:lsid:nmbe.ch:spidersp:030130,Thomisidae,Acentroscelus,gallinii,,Mello-Leitão,1943,0,Argentina,,VALID
47106,40482,urn:lsid:nmbe.ch:spidersp:030131,Thomisidae,Acentroscelus,granulosus,,Mello-Leitão,1929,0,Brazil,,VALID
47107,40483,urn:lsid:nmbe.ch:spidersp:030132,Thomisidae,Acentroscelus,guianensis,,Taczanowski,1872,1,"Peru, French Guiana",,VALID
47108,40484,urn:lsid:nmbe.ch:spidersp:030133,Thomisidae,Acentroscelus,muricatus,,Mello-Leitão,1947,0,Brazil,,VALID
47109,40485,urn:lsid:nmbe.ch:spidersp:030134,Thomisidae,Acentroscelus,nigrianus,,Mello-Leitão,1929,0,Brazil,,VALID
47110,40486,urn:lsid:nmbe.ch:spidersp:030135,Thomisidae,Acentroscelus,peruvianus,,Keyserling,1880,1,Peru,,VALID
47111,40487,urn:lsid:nmbe.ch:spidersp:030136,Thomisidae,Acentroscelus,ramboi,,Mello-Leitão,1943,0,Brazil,,VALID
47112,40488,urn:lsid:nmbe.ch:spidersp:030137,Thomisidae,Acentroscelus,secundus,,Mello-Leitão,1929,0,Brazil,,VALID
47113,40489,urn:lsid:nmbe.ch:spidersp:030138,Thomisidae,Acentroscelus,singularis,,Mello-Leitão,1940,1,Guyana,,VALID
47114,40490,urn:lsid:nmbe.ch:spidersp:030139,Thomisidae,Acentroscelus,versicolor,,Soares,1942,0,Brazil,,VALID
47116,40492,urn:lsid:nmbe.ch:spidersp:030141,Thomisidae,Bucranium,nigritarse,,Caporiacco,1947,1,Guyana,47142,SYNONYM
47117,40493,urn:lsid:nmbe.ch:spidersp:045609,Thomisidae,Acrotmarus,gummosus,,"Tang & Li",2012,0,China,,VALID
47118,40494,urn:lsid:nmbe.ch:spidersp:030142,Thomisidae,Alcimochthes,limbatus,,Simon,1886,0,"Malaysia, Singapore, Vietnam, China, Taiwan, Japan",,VALID
47119,40495,urn:lsid:nmbe.ch:spidersp:030143,Thomisidae,Alcimochthes,melanophthalmus,,Simon,1903,0,Vietnam,,VALID
47120,40496,urn:lsid:nmbe.ch:spidersp:042347,Thomisidae,Alcimochthes,meridionalis,,"Tang & Li",2009,0,China,,VALID
47121,40497,urn:lsid:nmbe.ch:spidersp:030144,Thomisidae,Amyciaea,albomaculata,,"O. Pickard-Cambridge",1874,1,"Australia, New Guinea",,VALID
47122,40498,urn:lsid:nmbe.ch:spidersp:030145,Thomisidae,Amyciaea,forticeps,,"O. Pickard-Cambridge",1873,1,"India, China to Malaysia",,VALID
47123,40499,urn:lsid:nmbe.ch:spidersp:030146,Thomisidae,Amyciaea,hesperia,,Simon,1895,0,"Sierra Leone, Ivory Coast",,VALID
47124,40500,urn:lsid:nmbe.ch:spidersp:030147,Thomisidae,Amyciaea,lineatipes,,"O. Pickard-Cambridge",1901,0,"Singapore, Indonesia (Sumatra)",,VALID
47125,40501,urn:lsid:nmbe.ch:spidersp:030148,Thomisidae,Amyciaea,orientalis,,Simon,1909,0,Vietnam,,VALID
47126,40502,urn:lsid:nmbe.ch:spidersp:043686,Thomisidae,Angaeus,canalis,,"Tang & Li",2010,1,China,,VALID
47127,40503,urn:lsid:nmbe.ch:spidersp:045810,Thomisidae,Angaeus,christae,,Benjamin,2013,0,"Malaysia (Borneo), Indonesia (Sumatra)",,VALID
47128,40504,urn:lsid:nmbe.ch:spidersp:030149,Thomisidae,Angaeus,comatulus,,Simon,1909,0,Vietnam,,VALID
47129,40505,urn:lsid:nmbe.ch:spidersp:030150,Thomisidae,Angaeus,lenticulosus,,Simon,1903,0,"China, Vietnam",,VALID
47130,40506,urn:lsid:nmbe.ch:spidersp:043022,Thomisidae,Angaeus,liangweii,,"Tang & Li",2010,1,China,,VALID
47131,40507,urn:lsid:nmbe.ch:spidersp:030152,Thomisidae,Angaeus,pentagonalis,,Pocock,1901,0,"India (mainland, Andaman Is.)",,VALID
47132,40508,urn:lsid:nmbe.ch:spidersp:030153,Thomisidae,Angaeus,pudicus,,Thorell,1881,0,"Indonesia (Moluccas, Seram)",,VALID
47133,40509,urn:lsid:nmbe.ch:spidersp:030154,Thomisidae,Angaeus,rhombifer,,Thorell,1890,0,"China, Myanmar, Vietnam, Malaysia (Borneo), Singapore, Indonesia (Sumatra)",,VALID
47134,40510,urn:lsid:nmbe.ch:spidersp:042853,Thomisidae,Angaeus,rhombus,,"Tang & Li",2009,1,China,,VALID
47135,40511,urn:lsid:nmbe.ch:spidersp:042851,Thomisidae,Angaeus,zhengi,,"Tang & Li",2009,1,"India, China",,VALID
47136,40512,urn:lsid:nmbe.ch:spidersp:030539,Thomisidae,Ansiea,buettikeri,,Dippenaar-Schoeman,1989,1,"Saudi Arabia",,VALID
47137,40513,urn:lsid:nmbe.ch:spidersp:030577,Thomisidae,Ansiea,tuckeri,,Lessert,1919,1,"Ivory Coast, Sao Tomé, DR Congo, Tanzania, Malawi, Zimbabwe, South Africa",,VALID
47138,40514,urn:lsid:nmbe.ch:spidersp:030578,Thomisidae,Ansiea,tuckeri,thomensis,Bacelar,1958,1,"São Tomé and Príncipe",,VALID
47139,40515,urn:lsid:nmbe.ch:spidersp:030155,Thomisidae,Aphantochilus,cambridgei,,Canals,1933,0,Argentina,,VALID
47140,40516,urn:lsid:nmbe.ch:spidersp:030156,Thomisidae,Aphantochilus,inermipes,,Simon,1929,0,Brazil,,VALID
47141,40517,urn:lsid:nmbe.ch:spidersp:030157,Thomisidae,Aphantochilus,rogersi,,"O. Pickard-Cambridge",1871,0,"Panama to Paraguay",,VALID
47142,40518,urn:lsid:nmbe.ch:spidersp:030197,Thomisidae,Bucranium,taurifrons,,"O. Pickard-Cambridge",1881,0,"Colombia, Venezuela, Guyana, Peru, Brazil, Paraguay",,VALID
47143,40519,urn:lsid:nmbe.ch:spidersp:030158,Thomisidae,Apyretina,catenulata,,Simon,1903,1,Madagascar,,VALID
47144,40520,urn:lsid:nmbe.ch:spidersp:030159,Thomisidae,Apyretina,nigra,,Simon,1903,1,Madagascar,,VALID
47145,40521,urn:lsid:nmbe.ch:spidersp:030160,Thomisidae,Apyretina,pentagona,,Simon,1895,1,Madagascar,,VALID
47146,40522,urn:lsid:nmbe.ch:spidersp:030161,Thomisidae,Apyretina,quinquenotata,,Simon,1903,1,Madagascar,,VALID
47147,40523,urn:lsid:nmbe.ch:spidersp:030162,Thomisidae,Apyretina,tessera,,Simon,1903,1,Madagascar,,VALID
47148,40524,urn:lsid:nmbe.ch:spidersp:030163,Thomisidae,Cebrenninus,striatipes,,Simon,1897,1,"West Africa, Sri Lanka",,VALID
47149,40525,urn:lsid:nmbe.ch:spidersp:030164,Thomisidae,Avelis,hystriculus,,Simon,1895,0,"South Africa",,VALID
47150,40526,urn:lsid:nmbe.ch:spidersp:030165,Thomisidae,Bassaniana,decorata,,Karsch,1879,1,"Russia (Far East), China, Korea, Japan",,VALID
47151,40527,urn:lsid:nmbe.ch:spidersp:030166,Thomisidae,Bassaniana,floridana,,Banks,1896,1,USA,,VALID
47152,40528,urn:lsid:nmbe.ch:spidersp:030167,Thomisidae,Bassaniana,ora,,Seo,1992,0,Korea,,VALID
47153,40529,urn:lsid:nmbe.ch:spidersp:030168,Thomisidae,Bassaniana,utahensis,,Gertsch,1932,1,"Alaska, Canada, USA",,VALID
47154,40530,urn:lsid:nmbe.ch:spidersp:030169,Thomisidae,Bassaniana,versicolor,,Keyserling,1880,1,"Canada, USA, Mexico",,VALID
47155,40531,urn:lsid:nmbe.ch:spidersp:046075,Thomisidae,Bassaniana,baudueri,,Simon,1877,1,"Portugal, France, Germany, Austria, Slovakia, Hungary, Romania",,VALID
47156,40532,urn:lsid:nmbe.ch:spidersp:030170,Thomisidae,Bassaniodes,socotrensis,,Pocock,1903,0,"Yemen (Socotra)",,VALID
47157,40533,urn:lsid:nmbe.ch:spidersp:030171,Thomisidae,Boliscus,amaenulus,,Simon,1909,1,Vietnam,47160,SYNONYM
47158,40534,urn:lsid:nmbe.ch:spidersp:030172,Thomisidae,Boliscus,decipiens,,"O. Pickard-Cambridge",1899,0,"Sri Lanka",,VALID
47159,40535,urn:lsid:nmbe.ch:spidersp:030173,Thomisidae,Boliscus,duricorius,,Simon,1880,1,"New Caledonia",,VALID
47160,40536,urn:lsid:nmbe.ch:spidersp:030174,Thomisidae,Boliscus,tuberculatus,,Simon,1886,1,"Myanmar, Thailand, Malaysia, Singapore, Indonesia, Vietnam, China, Taiwan, Japan",,VALID
47161,40537,urn:lsid:nmbe.ch:spidersp:030175,Thomisidae,Bomis,bengalensis,,Tikader,1962,0,India,,VALID
47162,40538,urn:lsid:nmbe.ch:spidersp:030176,Thomisidae,Bomis,calcuttaensis,,"Biswas & Mazumder",1981,0,India,,VALID
47163,40539,urn:lsid:nmbe.ch:spidersp:030177,Thomisidae,Bomis,khajuriai,,Tikader,1980,0,India,,VALID
47164,40540,urn:lsid:nmbe.ch:spidersp:030178,Thomisidae,Bomis,larvata,,"L. Koch",1874,0,"Australia (Western Australia, Queensland, New South Wales)",,VALID
47165,40541,urn:lsid:nmbe.ch:spidersp:030179,Thomisidae,Bonapruncinia,sanctaehelenae,,Benoit,1977,0,"St. Helena",,VALID
47166,40542,urn:lsid:nmbe.ch:spidersp:030180,Thomisidae,Borboropactus,asper,,"O. Pickard-Cambridge",1884,1,"Sri Lanka",,VALID
47167,40543,urn:lsid:nmbe.ch:spidersp:030181,Thomisidae,Borboropactus,australis,,Lawrence,1937,1,"South Africa",,VALID
47168,40544,urn:lsid:nmbe.ch:spidersp:046219,Thomisidae,Borboropactus,biprocessus,,"Tang, Yin & Peng",2012,0,China,,VALID
47169,40545,urn:lsid:nmbe.ch:spidersp:030183,Thomisidae,Borboropactus,bituberculatus,,Simon,1884,0,"India (Nicobar Is.), China (Hainan), Indonesia (Moluccas, New Guinea), Papua New Guinea",47171,SYNONYM
47170,40546,urn:lsid:nmbe.ch:spidersp:043014,Thomisidae,Borboropactus,brevidens,,"Tang & Li",2010,0,China,,VALID
47171,40547,urn:lsid:nmbe.ch:spidersp:030184,Thomisidae,Borboropactus,cinerascens,,Doleschall,1859,1,"India (Nicobar Is.), China, Thailand, Malaysia (peninsula, Borneo), Singapore, Philippines, Indonesia (Sumatra, Borneo, Java, Moluccas, New Guinea), Papua New Guinea",,VALID
47173,40549,urn:lsid:nmbe.ch:spidersp:043015,Thomisidae,Borboropactus,edentatus,,"Tang & Li",2010,0,China,,VALID
47174,40550,urn:lsid:nmbe.ch:spidersp:030187,Thomisidae,Borboropactus,elephantus,,Tikader,1966,1,India,,VALID
47175,40551,urn:lsid:nmbe.ch:spidersp:030189,Thomisidae,Borboropactus,javanicola,,Strand,1913,1,"Indonesia (Java)",,VALID
47176,40552,urn:lsid:nmbe.ch:spidersp:040711,Thomisidae,Borboropactus,jiangyong,,"Yin, Peng, Yan & Kim",2004,0,China,,VALID
47177,40553,urn:lsid:nmbe.ch:spidersp:043016,Thomisidae,Borboropactus,longidens,,"Tang & Li",2010,0,"China (Hainan), Vietnam",,VALID
47178,40554,urn:lsid:nmbe.ch:spidersp:030191,Thomisidae,Borboropactus,noditarsis,,Simon,1903,1,"West Africa",,VALID
47179,40555,urn:lsid:nmbe.ch:spidersp:044387,Thomisidae,Borboropactus,nyerere,,Benjamin,2011,0,Tanzania,,VALID
47180,40556,urn:lsid:nmbe.ch:spidersp:030192,Thomisidae,Borboropactus,silvicola,,Lawrence,1938,1,"South Africa",,VALID
47181,40557,urn:lsid:nmbe.ch:spidersp:030193,Thomisidae,Borboropactus,squalidus,,Simon,1884,0,"Zambia, South Africa",,VALID
47182,40558,urn:lsid:nmbe.ch:spidersp:030195,Thomisidae,Borboropactus,vulcanicus,,Doleschall,1859,1,"Indonesia (Java)",,VALID
47184,40560,urn:lsid:nmbe.ch:spidersp:030198,Thomisidae,Camaricus,castaneiceps,,Berland,1924,0,"New Caledonia",,VALID
47185,40561,urn:lsid:nmbe.ch:spidersp:030199,Thomisidae,Camaricus,cimex,,Karsch,1878,1,Tanzania,,VALID
47186,40562,urn:lsid:nmbe.ch:spidersp:030200,Thomisidae,Camaricus,florae,,"Barrion & Litsinger",1995,0,Philippines,,VALID
47187,40563,urn:lsid:nmbe.ch:spidersp:030201,Thomisidae,Camaricus,formosus,,Thorell,1887,0,"India to Indonesia (Sumatra), China, Philippines",,VALID
47189,40565,urn:lsid:nmbe.ch:spidersp:030203,Thomisidae,Camaricus,khandalaensis,,Tikader,1980,0,India,,VALID
47190,40566,urn:lsid:nmbe.ch:spidersp:030204,Thomisidae,Camaricus,maugei,,Walckenaer,1837,1,"India to Vietnam, Indonesia (Sumatra, Java, Krakatau)",,VALID
47191,40567,urn:lsid:nmbe.ch:spidersp:030205,Thomisidae,Camaricus,mimus,,Pavesi,1895,1,"Ethiopia, Tanzania",,VALID
47192,40568,urn:lsid:nmbe.ch:spidersp:030206,Thomisidae,Camaricus,nigrotesselatus,,Simon,1895,0,"DR Congo, Zambia, Malawi, Namibia, Zimbabwe, Mozambique, South Africa",,VALID
47194,40570,urn:lsid:nmbe.ch:spidersp:030208,Thomisidae,Camaricus,parisukatus,,"Barrion & Litsinger",1995,0,Philippines,,VALID
47195,40571,urn:lsid:nmbe.ch:spidersp:030209,Thomisidae,Camaricus,pulchellus,,Simon,1903,0,Vietnam,,VALID
47196,40572,urn:lsid:nmbe.ch:spidersp:040712,Thomisidae,Camaricus,rinkae,,"Biswas & Roy",2005,0,India,,VALID
47197,40573,urn:lsid:nmbe.ch:spidersp:041596,Thomisidae,Camaricus,siltorsus,,"Saha & Raychaudhuri",2007,0,India,,VALID
47199,40575,urn:lsid:nmbe.ch:spidersp:030211,Thomisidae,Cebrenninus,annulatus,,Thorell,1890,1,Sumatra,47201,SYNONYM
47200,40576,urn:lsid:nmbe.ch:spidersp:030212,Thomisidae,Crockeria,laevis,,Thorell,1890,1,"Indonesia (Sumatra)",,VALID
47201,40577,urn:lsid:nmbe.ch:spidersp:030213,Thomisidae,Cebrenninus,rugosus,,Simon,1887,0,"China, Thailand, Laos, Malaysia (Borneo), Indonesia (Sumatra, Borneo, Java), Philippines",,VALID
47202,40578,urn:lsid:nmbe.ch:spidersp:030214,Thomisidae,Cebrenninus,scabriculus,,Thorell,1890,1,"Java, Borneo, Sumatra",47201,SYNONYM
47203,40579,urn:lsid:nmbe.ch:spidersp:030215,Thomisidae,Cebrenninus,scabriculus,sulcatus,Thorell,1890,1,Sumatra,47201,SYNONYM
47204,40580,urn:lsid:nmbe.ch:spidersp:044388,Thomisidae,Cebrenninus,srivijaya,,Benjamin,2011,0,"Indonesia (Sumatra)",,VALID
47205,40581,urn:lsid:nmbe.ch:spidersp:030216,Thomisidae,Ceraarachne,germaini,,Simon,1886,0,Brazil,,VALID
47206,40582,urn:lsid:nmbe.ch:spidersp:030217,Thomisidae,Ceraarachne,goyannensis,,Mello-Leitão,1929,0,Brazil,,VALID
47207,40583,urn:lsid:nmbe.ch:spidersp:030218,Thomisidae,Ceraarachne,varia,,Keyserling,1880,0,Colombia,,VALID
